1,0
1,1
1,2
1,3
1,4
1,5
1,6
1,7
1,8
1,9
1,10
1,11
1,12
1,13
1,14
1,15
1,16
1,17
1,18
1,19
1,20
1,21
1,22
1,23
1,24
1,25
1,26
1,27,"[[1, 39, 153, 475], 'BSU_data/14-08/1/27_0.npy']"
1,28,"[[55, 47, 224, 477], 'BSU_data/14-08/1/28_0.npy']"
1,29,"[[104, 70, 266, 469], 'BSU_data/14-08/1/29_0.npy']"
1,30,"[[167, 69, 286, 458], 'BSU_data/14-08/1/30_0.npy']"
1,31,"[[223, 86, 367, 455], 'BSU_data/14-08/1/31_0.npy']"
1,32
1,33
1,34,"[[407, 79, 490, 336], 'BSU_data/14-08/1/34_0.npy']"
1,35,"[[454, 74, 566, 344], 'BSU_data/14-08/1/35_0.npy']"
1,36,"[[514, 53, 602, 332], 'BSU_data/14-08/1/36_0.npy']"
1,37
1,38
1,39
1,40
1,41
1,42
1,43
1,44
1,45
1,46
1,47,"[[1, 20, 143, 480], 'BSU_data/14-08/1/47_0.npy']"
1,48,"[[6, 24, 175, 462], 'BSU_data/14-08/1/48_0.npy']"
1,49,"[[90, 35, 264, 480], 'BSU_data/14-08/1/49_0.npy']"
1,50,"[[135, 57, 318, 462], 'BSU_data/14-08/1/50_0.npy']"
1,51,"[[195, 47, 363, 471], 'BSU_data/14-08/1/51_0.npy']"
1,52,"[[268, 56, 394, 380], 'BSU_data/14-08/1/52_0.npy']"
1,53,"[[318, 49, 434, 343], 'BSU_data/14-08/1/53_0.npy']"
1,54,"[[355, 46, 468, 342], 'BSU_data/14-08/1/54_0.npy']"
1,55,"[[424, 37, 542, 352], 'BSU_data/14-08/1/55_0.npy']"
1,56,"[[468, 38, 586, 334], 'BSU_data/14-08/1/56_0.npy']"
1,57,"[[521, 35, 632, 335], 'BSU_data/14-08/1/57_0.npy']"
1,58
1,59
1,60
1,61
1,62
1,63
1,64
1,65
1,66
1,67
1,68
1,69
1,70
1,71
1,72
1,73
1,74
1,75
1,76
1,77
1,78
1,79
1,80
1,81
1,82
1,83
1,84
1,85
1,86
1,87
1,88
1,89
1,90
1,91
1,92
1,93
1,94
1,95
1,96
1,97
1,98
1,99
1,100
1,101
1,102
1,103
1,104
1,105
1,106
1,107
1,108
1,109
1,110
1,111
1,112
1,113
1,114
1,115
1,116
1,117
1,118
1,119
1,120
1,121
1,122
1,123
1,124
1,125
1,126
1,127
1,128
1,129
1,130
1,131
1,132
1,133
1,134
1,135
1,136
1,137
1,138
1,139
1,140
1,141
1,142
1,143
1,144
1,145
1,146
1,147
1,148
1,149
1,150
1,151
1,152
1,153
1,154
1,155
1,156
1,157
1,158
1,159
1,160
1,161
1,162
1,163
1,164
1,165
1,166
1,167
1,168
1,169
1,170
1,171
1,172
1,173
1,174
1,175
1,176
1,177
1,178
1,179
1,180
